TITLE,CHILDREN,PERS_H,AGE,TMADD,TMJOB1,TEL,NMBLOAN,FINLOAN,INCOME,EC_CARD,INC,INC1,STATUS,BUREAU,LOCATION,LOANS,REGN,DIV,CASH,PRODUCT,RESID,NAT,PROF,CAR,CARDS
H,0,1,26,48.00,120.00,2.00,2.00,1.00,2500.00,0.00,2500.00,2.00,U,1.00,1.00,1,4,1.00,3000.00,"Radio, TV, Hifi",,German,"State,Steel Ind,",Car,no credit cards
H,0,1,26,96.00,84.00,2.00,2.00,1.00,2200.00,0.00,2500.00,2.00,U,2.00,1.00,4,3,1.00,1900.00,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards
H,0,1,30,3.00,3.00,1.00,2.00,1.00,2000.00,0.00,2500.00,2.00,U,2.00,1.00,2,2,1.00,600.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards
H,0,1,26,36.00,27.00,1.00,1.00,1.00,1900.00,0.00,2500.00,2.00,T,1.00,1.00,1,3,1.00,900.00,"Dept. Store,Mail",,Yugoslav,Others,Without Vehicle,no credit cards
H,0,1,20,264.00,45.00,2.00,2.00,0.00,1500.00,0.00,2500.00,2.00,U,1.00,1.00,1,3,1.00,1500.00,"Furniture,Carpet",Lease,German,Others,Without Vehicle,no credit cards
H,0,1,26,3.00,0.00,1.00,2.00,0.00,2500.00,0.00,2500.00,2.00,U,3.00,1.00,0,5,1.00,8000.00,Cars,Lease,Others,"Food,Building,Ca",Car,no credit cards
H,0,1,41,12.00,21.00,2.00,1.00,1.00,1500.00,0.00,2500.00,2.00,U,2.00,1.00,1,5,1.00,500.00,"Radio, TV, Hifi",Lease,German,Pensioner,Without Vehicle,no credit cards
R,0,2,46,54.00,12.00,2.00,2.00,0.00,1500.00,0.00,2500.00,2.00,V,1.00,1.00,2,3,1.00,3000.00,"Furniture,Carpet",Lease,German,Others,Car,no credit cards
H,1,3,25,6.00,6.00,2.00,2.00,1.00,2300.00,0.00,2500.00,2.00,V,1.00,1.00,0,2,1.00,1000.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards
H,3,5,28,42.00,66.00,2.00,1.00,1.00,3000.00,0.00,100000.0,4.00,V,1.00,1.00,3,4,1.00,1300.00,"Dept. Store,Mail",,German,Others,Without Vehicle,no credit cards
R,1,3,22,24.00,3.00,2.00,2.00,0.00,4000.00,0.00,100000.0,4.00,V,2.00,1.00,1,5,1.00,500.00,"Radio, TV, Hifi",Lease,German,Self-employed pe,Car,no credit cards
R,0,1,53,18.00,42.00,2.00,2.00,0.00,1500.00,0.00,2500.00,2.00,U,2.00,1.00,1,8,1.00,1200.00,"Dept. Store,Mail",Lease,German,Others,Without Vehicle,no credit cards
R,2,4,34,60.00,39.00,2.00,1.00,1.00,2900.00,0.00,100000.0,4.00,V,1.00,1.00,4,2,1.00,1400.00,"Radio, TV, Hifi",Lease,Turkish,"Civil Service, M",Car,no credit cards
R,0,2,28,9.00,54.00,2.00,2.00,1.00,2500.00,1.00,2500.00,3.00,V,1.00,1.00,1,5,1.00,100000.0,"Furniture,Carpet",Lease,German,"Civil Service, M",Without Vehicle,Cheque card
H,3,5,39,144.00,288.00,2.00,1.00,1.00,4000.00,0.00,100000.0,4.00,V,3.00,1.00,0,4,1.00,1500.00,"Furniture,Carpet",,Turkish,Others,Car,no credit cards
H,2,4,33,54.00,30.00,2.00,2.00,1.00,1500.00,0.00,2500.00,2.00,V,1.00,1.00,3,3,1.00,2500.00,"Furniture,Carpet",Lease,Turkish,Others,Without Vehicle,no credit cards
R,1,2,27,84.00,84.00,2.00,2.00,1.00,2900.00,0.00,100000.0,4.00,U,3.00,1.00,0,3,1.00,700.00,"Furniture,Carpet",Lease,German,Others,Without Vehicle,no credit cards
H,2,3,33,96.00,18.00,2.00,2.00,1.00,0.00,1.00,0.00,1.00,U,1.00,1.00,2,2,1.00,1400.00,"Radio, TV, Hifi",,Yugoslav,Others,Car,Cheque card
H,0,2,45,15.00,21.00,2.00,2.00,1.00,2000.00,0.00,2500.00,2.00,V,1.00,1.00,1,4,1.00,1300.00,"Radio, TV, Hifi",Lease,Others,Others,Car,no credit cards
H,2,4,32,96.00,6.00,2.00,1.00,1.00,3000.00,0.00,100000.0,4.00,V,1.00,1.00,1,2,1.00,1500.00,"Radio, TV, Hifi",Lease,Turkish,Others,Car,no credit cards
H,2,4,35,144.00,9.00,2.00,2.00,0.00,2500.00,0.00,2500.00,2.00,V,1.00,1.00,2,3,1.00,1500.00,"Furniture,Carpet",Lease,German,Others,Without Vehicle,no credit cards
H,0,1,29,144.00,72.00,2.00,1.00,1.00,2400.00,0.00,2500.00,2.00,U,3.00,1.00,0,3,1.00,500.00,"Furniture,Carpet",Lease,German,Others,Car,no credit cards
H,2,4,30,21.00,18.00,2.00,2.00,1.00,2800.00,0.00,100000.0,4.00,V,1.00,1.00,2,5,1.00,1600.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards
H,2,4,32,15.00,54.00,2.00,2.00,1.00,5000.00,0.00,100000.0,4.00,V,3.00,1.00,0,2,1.00,6000.00,Cars,Owner,German,Others,Car and Motor bi,no credit cards
H,0,2,39,108.00,9.00,1.00,1.00,0.00,1700.00,0.00,2500.00,2.00,V,2.00,1.00,0,0,0.00,2500.00,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards
H,0,2,50,60.00,288.00,2.00,2.00,1.00,4000.00,0.00,100000.0,4.00,V,1.00,1.00,4,7,1.00,15000.00,Cars,Owner,German,Others,Car,no credit cards
H,0,1,23,12.00,24.00,2.00,2.00,1.00,2700.00,0.00,100000.0,4.00,U,1.00,1.00,2,4,1.00,6000.00,"Furniture,Carpet",Lease,German,Others,Car,no credit cards
H,4,6,46,54.00,168.00,2.00,2.00,1.00,2900.00,0.00,100000.0,4.00,V,1.00,1.00,3,4,1.00,500.00,"Radio, TV, Hifi",Lease,Turkish,Others,Car,no credit cards
R,0,1,22,192.00,0.00,2.00,2.00,0.00,1500.00,0.00,2500.00,2.00,U,1.00,1.00,1,3,1.00,1100.00,"Furniture,Carpet",,German,Others,Without Vehicle,no credit cards
H,0,2,33,9.00,27.00,2.00,2.00,1.00,1600.00,0.00,2500.00,2.00,V,1.00,1.00,7,9,1.00,6000.00,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards
R,0,1,23,6.00,6.00,2.00,2.00,0.00,2100.00,0.00,2500.00,2.00,U,1.00,1.00,1,5,1.00,20000.00,Cars,Lease,German,Others,Car,no credit cards
H,0,1,31,3.00,45.00,2.00,2.00,1.00,2200.00,0.00,2500.00,2.00,U,2.00,1.00,2,4,1.00,1400.00,"Furniture,Carpet",Lease,German,Others,Car,no credit cards
H,1,3,27,60.00,72.00,2.00,1.00,0.00,4000.00,0.00,100000.0,4.00,V,1.00,1.00,1,4,1.00,900.00,"Radio, TV, Hifi",Lease,Italian,Others,Car,no credit cards
H,0,1,26,42.00,54.00,2.00,1.00,1.00,4000.00,0.00,100000.0,4.00,U,1.00,1.00,1,2,1.00,2500.00,"Radio, TV, Hifi",,German,Self-employed pe,Car,VISA Others
H,1,3,31,54.00,30.00,2.00,2.00,1.00,2500.00,0.00,2500.00,2.00,V,1.00,1.00,0,6,1.00,9000.00,Cars,Lease,Greek,"Food,Building,Ca",Car,no credit cards
H,2,4,27,3.00,18.00,2.00,2.00,1.00,2500.00,0.00,2500.00,2.00,V,1.00,1.00,2,2,1.00,2500.00,"Radio, TV, Hifi",Lease,Others,Others,Car,no credit cards
H,0,1,23,120.00,12.00,2.00,2.00,1.00,2300.00,0.00,2500.00,2.00,U,1.00,1.00,3,3,1.00,700.00,"Dept. Store,Mail",Lease,German,Others,Car,no credit cards
H,2,4,25,3.00,120.00,2.00,2.00,1.00,3000.00,0.00,100000.0,4.00,V,1.00,1.00,1,4,1.00,800.00,"Dept. Store,Mail",,Turkish,"Food,Building,Ca",Car,no credit cards
H,0,1,26,360.00,42.00,2.00,2.00,1.00,2200.00,0.00,2500.00,2.00,U,1.00,1.00,0,3,1.00,20000.00,Cars,Lease,German,Others,Car,no credit cards
H,0,2,57,999.00,999.00,2.00,2.00,1.00,2700.00,1.00,100000.0,5.00,V,1.00,1.00,1,4,1.00,1500.00,"Radio, TV, Hifi",,German,Others,Car,Cheque card
H,0,1,22,168.00,72.00,2.00,2.00,1.00,2500.00,0.00,2500.00,2.00,U,1.00,1.00,2,4,1.00,1600.00,Cars,Lease,German,Others,Car,no credit cards
H,0,2,23,6.00,18.00,2.00,2.00,1.00,2500.00,0.00,2500.00,2.00,V,1.00,1.00,1,4,1.00,900.00,"Radio, TV, Hifi",Lease,Italian,Others,Car,no credit cards
R,1,3,49,192.00,72.00,2.00,2.00,0.00,1900.00,0.00,2500.00,2.00,V,3.00,1.00,0,4,1.00,7000.00,Cars,Lease,German,Others,Car,no credit cards
R,0,1,57,312.00,192.00,2.00,1.00,1.00,0.00,1.00,0.00,1.00,G,1.00,1.00,0,4,1.00,1900.00,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,Cheque card
R,1,3,41,54.00,27.00,2.00,2.00,0.00,2400.00,0.00,2500.00,2.00,V,1.00,1.00,2,8,1.00,5000.00,Cars,Lease,German,Others,Car,no credit cards
H,0,1,27,42.00,42.00,2.00,2.00,1.00,2300.00,0.00,2500.00,2.00,U,2.00,1.00,2,4,1.00,1000.00,"Furniture,Carpet",Lease,German,Others,Car,no credit cards
R,2,4,47,192.00,72.00,2.00,2.00,1.00,1000.00,0.00,2500.00,2.00,V,3.00,1.00,0,5,1.00,600.00,Cars,Lease,German,Others,Without Vehicle,no credit cards
H,2,4,31,6.00,72.00,1.00,1.00,1.00,4000.00,0.00,100000.0,4.00,V,2.00,1.00,1,2,1.00,1000.00,Cars,Lease,German,Others,Car,no credit cards
H,0,2,20,0.00,9.00,2.00,2.00,0.00,1800.00,0.00,2500.00,2.00,V,3.00,0.00,0,5,1.00,15000.00,Cars,Lease,German,Others,Car,no credit cards
H,1,3,35,6.00,15.00,2.00,1.00,1.00,0.00,1.00,0.00,1.00,V,1.00,1.00,4,2,1.00,4000.00,"Radio, TV, Hifi",,German,Others,Car,Cheque card
R,2,4,23,15.00,24.00,2.00,1.00,0.00,1500.00,0.00,2500.00,2.00,V,1.00,1.00,2,8,1.00,3000.00,"Furniture,Carpet",Lease,Turkish,"Food,Building,Ca",Without Vehicle,no credit cards
H,2,4,44,312.00,192.00,1.00,2.00,1.00,2000.00,0.00,2500.00,2.00,V,2.00,1.00,1,7,1.00,1200.00,"Radio, TV, Hifi",Lease,Turkish,Others,Car,no credit cards
H,2,4,48,216.00,288.00,1.00,2.00,1.00,4000.00,0.00,100000.0,4.00,V,1.00,1.00,1,4,1.00,700.00,"Radio, TV, Hifi",Lease,Turkish,"Food,Building,Ca",Car,no credit cards
H,0,1,27,15.00,15.00,2.00,2.00,1.00,2200.00,0.00,2500.00,2.00,U,1.00,1.00,1,6,1.00,800.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards
H,0,2,42,144.00,216.00,2.00,2.00,1.00,3300.00,1.00,100000.0,5.00,V,1.00,1.00,3,5,1.00,4000.00,"Radio, TV, Hifi",,German,Others,Car,Cheque card
R,0,1,48,24.00,24.00,2.00,2.00,1.00,1800.00,0.00,2500.00,2.00,G,3.00,1.00,0,8,1.00,3000.00,"Radio, TV, Hifi",Lease,Others,Others,Without Vehicle,no credit cards
R,0,1,25,18.00,72.00,1.00,2.00,1.00,2600.00,0.00,100000.0,4.00,U,1.00,1.00,1,3,1.00,1000.00,"Dept. Store,Mail",,German,"Civil Service, M",Car,no credit cards
R,0,1,26,15.00,12.00,2.00,2.00,0.00,2500.00,0.00,2500.00,2.00,U,1.00,1.00,1,2,1.00,1400.00,"Furniture,Carpet",Lease,German,Others,Car,no credit cards
H,1,3,29,96.00,96.00,2.00,1.00,1.00,2500.00,0.00,2500.00,2.00,V,2.00,1.00,0,2,1.00,1900.00,"Radio, TV, Hifi",Lease,German,"Food,Building,Ca",Without Vehicle,no credit cards
H,1,3,31,21.00,21.00,2.00,2.00,0.00,2700.00,0.00,100000.0,4.00,V,1.00,1.00,3,5,1.00,6000.00,"Furniture,Carpet",Lease,German,Others,Car,no credit cards
H,2,4,52,96.00,192.00,2.00,2.00,1.00,4000.00,0.00,100000.0,4.00,V,1.00,1.00,1,3,1.00,20000.00,Cars,Lease,Turkish,Others,Car,no credit cards
R,1,2,29,60.00,96.00,2.00,1.00,0.00,2800.00,0.00,100000.0,4.00,U,1.00,1.00,1,4,1.00,4000.00,"Furniture,Carpet",Lease,Yugoslav,"Civil Service, M",Without Vehicle,no credit cards
H,5,7,30,24.00,9.00,2.00,2.00,1.00,2800.00,0.00,100000.0,4.00,V,1.00,1.00,2,6,1.00,1500.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards
H,0,1,28,15.00,9.00,2.00,2.00,1.00,2400.00,0.00,2500.00,2.00,U,1.00,1.00,3,4,1.00,6000.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards
R,2,4,42,192.00,15.00,2.00,1.00,0.00,1900.00,0.00,2500.00,2.00,V,2.00,1.00,0,3,1.00,2500.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards
H,0,2,31,120.00,192.00,2.00,2.00,1.00,2600.00,0.00,100000.0,4.00,V,1.00,1.00,4,4,1.00,5000.00,"Furniture,Carpet",Owner,German,Others,Car,no credit cards
H,2,4,34,54.00,30.00,2.00,2.00,1.00,5000.00,0.00,100000.0,4.00,V,1.00,1.00,2,7,1.00,1700.00,"Dept. Store,Mail",Owner,German,Others,Car,no credit cards
H,0,1,21,9.00,6.00,2.00,2.00,1.00,2000.00,0.00,2500.00,2.00,U,1.00,1.00,1,3,1.00,800.00,Cars,Lease,German,"Food,Building,Ca",Car,no credit cards
H,0,1,26,36.00,24.00,2.00,2.00,1.00,0.00,0.00,0.00,0.00,U,2.00,1.00,1,4,1.00,1600.00,Leisure,Lease,German,Others,Car,Mastercard/Euroc
H,2,4,37,96.00,144.00,2.00,2.00,1.00,2800.00,0.00,100000.0,4.00,V,1.00,1.00,1,5,1.00,2000.00,"Radio, TV, Hifi",Lease,German,Military Service,Car,no credit cards
H,0,1,35,9.00,27.00,1.00,1.00,1.00,2000.00,0.00,2500.00,2.00,U,1.00,1.00,2,4,1.00,600.00,"Radio, TV, Hifi",,German,Others,Without Vehicle,no credit cards
H,0,2,47,264.00,24.00,2.00,2.00,1.00,1800.00,0.00,2500.00,2.00,V,1.00,1.00,6,4,1.00,4000.00,"Radio, TV, Hifi",Lease,German,Pensioner,Car,no credit cards
R,4,5,32,9.00,15.00,1.00,1.00,0.00,2400.00,0.00,2500.00,2.00,G,2.00,1.00,0,3,1.00,1200.00,"Radio, TV, Hifi",,German,Others,Without Vehicle,no credit cards
H,0,1,28,6.00,6.00,2.00,2.00,1.00,2100.00,0.00,2500.00,2.00,U,2.00,1.00,2,4,1.00,2500.00,"Radio, TV, Hifi",,German,Others,Without Vehicle,no credit cards
H,0,1,32,999.00,144.00,2.00,1.00,1.00,0.00,1.00,0.00,1.00,U,1.00,1.00,4,6,1.00,3000.00,"Radio, TV, Hifi",Lease,German,Chemical Industr,Car,Cheque card
R,0,2,50,3.00,30.00,1.00,2.00,1.00,2000.00,0.00,2500.00,2.00,V,3.00,1.00,0,4,1.00,6000.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards
H,0,1,27,9.00,9.00,2.00,2.00,1.00,2400.00,0.00,2500.00,2.00,U,2.00,1.00,2,2,1.00,1400.00,"Furniture,Carpet",Lease,German,"Food,Building,Ca",Car,no credit cards
R,0,1,23,30.00,66.00,2.00,2.00,1.00,1900.00,0.00,2500.00,2.00,U,3.00,1.00,0,6,1.00,700.00,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards
R,0,2,39,168.00,66.00,2.00,2.00,0.00,1800.00,0.00,2500.00,2.00,V,1.00,1.00,4,2,1.00,1700.00,"Furniture,Carpet",Owner,German,Others,Car,no credit cards
H,2,4,43,36.00,33.00,2.00,1.00,1.00,4000.00,0.00,100000.0,4.00,V,1.00,1.00,2,4,1.00,1700.00,"Radio, TV, Hifi",Lease,German,Self-employed pe,Car,no credit cards
H,1,3,47,36.00,12.00,2.00,1.00,1.00,5000.00,0.00,100000.0,4.00,V,3.00,1.00,0,4,1.00,1200.00,"Radio, TV, Hifi",,Turkish,Others,Car,no credit cards
H,0,1,21,264.00,66.00,2.00,1.00,1.00,1600.00,0.00,2500.00,2.00,U,1.00,1.00,1,2,1.00,800.00,"Dept. Store,Mail",,German,Others,Car,no credit cards
H,0,1,37,12.00,108.00,2.00,2.00,0.00,2400.00,1.00,2500.00,3.00,U,1.00,1.00,2,2,1.00,3000.00,"Radio, TV, Hifi",,German,Others,Car,Cheque card
H,0,1,22,144.00,39.00,2.00,2.00,1.00,1500.00,0.00,2500.00,2.00,U,1.00,1.00,3,4,1.00,600.00,"Radio, TV, Hifi",,German,Others,Car,no credit cards
R,2,4,34,72.00,18.00,2.00,2.00,1.00,2300.00,0.00,2500.00,2.00,V,3.00,1.00,0,4,1.00,2500.00,"Radio, TV, Hifi",Lease,Others,Others,Without Vehicle,no credit cards
R,0,1,24,9.00,3.00,2.00,2.00,0.00,2000.00,0.00,2500.00,2.00,G,1.00,1.00,1,4,1.00,800.00,"Radio, TV, Hifi",Lease,German,"Food,Building,Ca",Car,no credit cards
H,3,5,34,9.00,6.00,2.00,1.00,1.00,2500.00,0.00,2500.00,2.00,V,1.00,1.00,1,4,1.00,1300.00,"Furniture,Carpet",Lease,German,Others,Car,no credit cards
H,0,1,21,192.00,42.00,2.00,2.00,1.00,0.00,0.00,0.00,0.00,U,1.00,1.00,5,0,0.00,1300.00,Cars,Lease,German,Others,Car,VISA Others
R,0,2,28,60.00,96.00,2.00,2.00,0.00,1500.00,0.00,2500.00,2.00,V,3.00,0.00,0,2,1.00,3000.00,"Furniture,Carpet",Lease,German,Others,Car,no credit cards
R,0,1,66,264.00,108.00,2.00,2.00,1.00,2000.00,0.00,2500.00,2.00,W,2.00,1.00,2,5,1.00,6000.00,Cars,Lease,German,Pensioner,Car,no credit cards
H,1,3,22,6.00,33.00,2.00,2.00,1.00,2600.00,0.00,100000.0,4.00,V,1.00,1.00,2,7,1.00,700.00,Cars,Lease,German,Others,Car,no credit cards
H,1,3,31,42.00,192.00,2.00,2.00,1.00,2700.00,0.00,100000.0,4.00,V,1.00,1.00,2,3,1.00,100000.0,Cars,Lease,German,"Civil Service, M",Car,no credit cards
H,0,1,21,96.00,9.00,2.00,2.00,1.00,2300.00,0.00,2500.00,2.00,U,1.00,1.00,0,2,1.00,5000.00,"Furniture,Carpet",Lease,Turkish,Others,Without Vehicle,no credit cards
R,0,1,61,312.00,12.00,2.00,2.00,1.00,2400.00,0.00,2500.00,2.00,G,3.00,1.00,0,2,1.00,1200.00,"Radio, TV, Hifi",,German,Pensioner,Without Vehicle,no credit cards
H,3,5,32,108.00,66.00,2.00,2.00,1.00,2600.00,0.00,100000.0,4.00,V,1.00,1.00,4,4,1.00,15000.00,"Furniture,Carpet",Lease,Turkish,Others,Car,no credit cards
H,0,2,50,21.00,45.00,2.00,2.00,1.00,2600.00,0.00,100000.0,4.00,V,1.00,1.00,1,2,1.00,5000.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards
R,1,2,28,3.00,60.00,2.00,2.00,1.00,2100.00,0.00,2500.00,2.00,U,1.00,1.00,2,9,1.00,4000.00,"Radio, TV, Hifi",Lease,Turkish,Others,Without Vehicle,no credit cards
H,0,2,53,144.00,9.00,1.00,1.00,1.00,2000.00,0.00,2500.00,2.00,V,2.00,1.00,2,4,1.00,1500.00,"Radio, TV, Hifi",Lease,Turkish,Pensioner,Without Vehicle,no credit cards
H,1,3,28,168.00,60.00,2.00,2.00,1.00,2500.00,0.00,2500.00,2.00,V,1.00,1.00,1,5,1.00,9000.00,Cars,Lease,Turkish,Others,Car,no credit cards
H,3,5,28,192.00,108.00,1.00,1.00,1.00,4000.00,0.00,100000.0,4.00,V,2.00,1.00,1,4,1.00,600.00,"Radio, TV, Hifi",,Turkish,Others,Car,no credit cards
R,0,1,21,6.00,9.00,2.00,2.00,0.00,1500.00,0.00,2500.00,2.00,U,1.00,1.00,1,4,1.00,500.00,"Radio, TV, Hifi",Lease,Turkish,Others,Without Vehicle,no credit cards
H,0,1,21,36.00,60.00,2.00,1.00,1.00,2500.00,0.00,2500.00,2.00,U,2.00,1.00,1,4,1.00,4000.00,"Radio, TV, Hifi",Lease,Turkish,Others,Car,no credit cards
H,1,3,29,15.00,9.00,1.00,1.00,0.00,2600.00,0.00,100000.0,4.00,V,3.00,0.00,0,5,1.00,1200.00,"Radio, TV, Hifi",Lease,Turkish,Others,Car,no credit cards
H,2,4,33,42.00,39.00,2.00,2.00,1.00,2600.00,0.00,100000.0,4.00,V,1.00,1.00,1,5,1.00,3000.00,"Radio, TV, Hifi",,Greek,Others,Car,no credit cards
R,1,3,32,3.00,18.00,1.00,2.00,0.00,1500.00,0.00,2500.00,2.00,V,1.00,1.00,2,5,1.00,1900.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards
H,1,2,25,240.00,48.00,2.00,2.00,1.00,2900.00,0.00,100000.0,4.00,U,1.00,1.00,5,5,1.00,700.00,"Dept. Store,Mail",Lease,German,Others,Car,no credit cards
R,0,1,73,144.00,0.00,2.00,2.00,0.00,1900.00,0.00,2500.00,2.00,W,3.00,1.00,0,8,1.00,1100.00,"Radio, TV, Hifi",,German,Pensioner,Without Vehicle,no credit cards
H,2,4,24,12.00,12.00,2.00,1.00,1.00,2500.00,0.00,2500.00,2.00,V,1.00,1.00,0,4,1.00,600.00,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards
R,0,1,35,18.00,45.00,2.00,1.00,0.00,1500.00,0.00,2500.00,2.00,G,2.00,1.00,1,4,1.00,900.00,"Radio, TV, Hifi",,German,Others,Without Vehicle,no credit cards
H,1,3,44,60.00,288.00,2.00,2.00,1.00,4000.00,0.00,100000.0,4.00,V,1.00,1.00,1,7,1.00,6000.00,"Furniture,Carpet",Lease,German,"Food,Building,Ca",Car and Motor bi,no credit cards
H,0,1,21,108.00,9.00,2.00,2.00,1.00,1700.00,0.00,2500.00,2.00,U,1.00,1.00,1,2,1.00,800.00,"Radio, TV, Hifi",,German,"Civil Service, M",Car,no credit cards
H,3,5,36,96.00,168.00,2.00,1.00,1.00,5000.00,0.00,100000.0,4.00,V,1.00,1.00,1,4,1.00,1600.00,"Radio, TV, Hifi",Lease,German,Chemical Industr,Car,no credit cards
H,0,2,48,192.00,240.00,2.00,2.00,1.00,3000.00,0.00,100000.0,4.00,V,1.00,1.00,0,7,1.00,8000.00,"Dept. Store,Mail",Lease,Yugoslav,Others,Car,no credit cards
H,2,4,25,240.00,30.00,2.00,2.00,1.00,0.00,1.00,0.00,1.00,V,2.00,1.00,1,3,1.00,3000.00,"Furniture,Carpet",Lease,Turkish,Others,Car,Cheque card
H,2,3,32,54.00,54.00,2.00,2.00,1.00,2800.00,0.00,100000.0,4.00,W,1.00,1.00,2,4,1.00,1800.00,"Furniture,Carpet",,German,"Civil Service, M",Car,no credit cards
H,1,3,32,54.00,54.00,2.00,2.00,1.00,2200.00,0.00,2500.00,2.00,V,1.00,1.00,2,5,1.00,4000.00,Cars,Lease,German,"Food,Building,Ca",Motorbike,no credit cards
R,0,1,27,54.00,60.00,2.00,2.00,1.00,2100.00,0.00,2500.00,2.00,U,1.00,1.00,5,4,1.00,1100.00,"Furniture,Carpet",Lease,German,"Civil Service, M",Car,no credit cards
R,0,1,27,60.00,66.00,2.00,2.00,1.00,2200.00,0.00,2500.00,2.00,U,1.00,1.00,4,4,1.00,1900.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards
H,0,1,32,66.00,66.00,1.00,2.00,1.00,2200.00,0.00,2500.00,2.00,U,1.00,1.00,5,4,1.00,1300.00,"Radio, TV, Hifi",,German,Others,Without Vehicle,no credit cards
H,0,1,29,120.00,3.00,2.00,1.00,1.00,2500.00,0.00,2500.00,2.00,U,2.00,1.00,2,4,1.00,700.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards
H,0,2,21,264.00,27.00,2.00,2.00,1.00,0.00,1.00,0.00,1.00,U,1.00,1.00,3,5,1.00,1700.00,"Dept. Store,Mail",,German,Others,Car,Cheque card
R,1,3,40,144.00,36.00,2.00,1.00,1.00,0.00,1.00,0.00,1.00,V,1.00,1.00,1,0,0.00,1000.00,"Radio, TV, Hifi",,German,"Civil Service, M",Car,Cheque card
R,0,1,27,36.00,6.00,2.00,1.00,1.00,1900.00,0.00,2500.00,2.00,U,2.00,1.00,0,3,1.00,1300.00,"Radio, TV, Hifi",,German,"Food,Building,Ca",Without Vehicle,no credit cards
R,1,3,22,36.00,45.00,2.00,1.00,1.00,2000.00,0.00,2500.00,2.00,V,2.00,1.00,2,2,1.00,1800.00,"Radio, TV, Hifi",Lease,Turkish,Others,Car,no credit cards
H,0,2,22,9.00,9.00,2.00,2.00,1.00,1800.00,0.00,2500.00,2.00,V,1.00,1.00,2,4,1.00,1600.00,"Furniture,Carpet",Lease,Turkish,Others,Car,no credit cards
H,0,1,22,216.00,60.00,2.00,2.00,0.00,0.00,1.00,0.00,1.00,U,1.00,1.00,2,5,1.00,700.00,"Radio, TV, Hifi",Lease,German,Others,Car,Cheque card
R,0,2,45,144.00,39.00,2.00,0.00,1.00,1500.00,0.00,2500.00,2.00,V,1.00,1.00,3,4,1.00,900.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards
H,3,5,40,168.00,168.00,2.00,2.00,1.00,0.00,1.00,0.00,1.00,V,1.00,1.00,3,4,1.00,2000.00,"Furniture,Carpet",Lease,Turkish,Others,Car,Cheque card
H,0,2,62,168.00,30.00,2.00,2.00,1.00,1800.00,0.00,2500.00,2.00,V,1.00,1.00,2,4,1.00,1100.00,"Radio, TV, Hifi",,German,Others,Car,no credit cards
H,0,1,24,60.00,18.00,2.00,1.00,0.00,1600.00,0.00,2500.00,2.00,U,1.00,1.00,1,3,1.00,1600.00,"Furniture,Carpet",Lease,German,Others,Car,no credit cards
R,2,4,37,42.00,168.00,2.00,2.00,1.00,2200.00,0.00,2500.00,2.00,V,2.00,1.00,1,4,1.00,1900.00,"Radio, TV, Hifi",Lease,Greek,Others,Without Vehicle,no credit cards
H,2,4,31,18.00,18.00,2.00,2.00,1.00,2700.00,0.00,100000.0,4.00,V,1.00,1.00,1,3,1.00,700.00,"Dept. Store,Mail",Lease,Greek,Others,Without Vehicle,no credit cards
H,3,5,33,36.00,36.00,2.00,1.00,0.00,3100.00,0.00,100000.0,4.00,V,3.00,0.00,0,0,0.00,1600.00,"Furniture,Carpet",Lease,Others,Others,Car,no credit cards
H,3,5,36,108.00,168.00,2.00,2.00,0.00,2700.00,0.00,100000.0,4.00,V,1.00,0.00,3,4,1.00,1200.00,"Furniture,Carpet",Lease,Turkish,Others,Car,no credit cards
R,0,1,26,84.00,60.00,1.00,2.00,1.00,1500.00,0.00,2500.00,2.00,U,1.00,1.00,1,4,1.00,600.00,"Dept. Store,Mail",Lease,German,Others,Car,no credit cards
H,2,4,37,3.00,3.00,2.00,2.00,0.00,2100.00,0.00,2500.00,2.00,V,3.00,0.00,0,4,1.00,900.00,"Dept. Store,Mail",Lease,German,Others,Car,no credit cards
R,2,3,43,120.00,9.00,2.00,2.00,1.00,0.00,1.00,0.00,1.00,G,3.00,1.00,0,4,1.00,1300.00,"Radio, TV, Hifi",Lease,German,Others,Car,Cheque card
