TITLE;CHILDREN;PERS_H;AGE;TMADD;TMJOB1;TEL;NMBLOAN;FINLOAN;INCOME;EC_CARD;INC;INC1;STATUS;BUREAU;LOCATION;LOANS;REGN;DIV;CASH;PRODUCT;RESID;NAT;PROF;CAR;CARDS;GB
H;0;2;67;24000;9600;200;200;100;300000;0;1000000;400;V;300;100;0;5;100;300000;Furniture,Carpet;Owner;German;Pensioner;Car;no credit cards;0
R;0;2;51;99900;33600;200;100;100;210000;0;250000;200;V;100;100;3;4;100;250000;Radio, TV, Hifi;;German;State,Steel Ind,;Car;no credit cards;1
H;2;4;37;8400;6600;200;200;100;0;100;0;100;V;100;100;3;4;100;180000;Radio, TV, Hifi;Lease;German;Others;Car;Cheque card;0
H;0;1;27;900;3900;200;0;0;200000;0;250000;200;U;100;100;1;7;100;130000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;0
H;3;5;25;900;1800;200;200;100;280000;0;1000000;400;V;100;100;1;8;100;70000;Cars;Lease;Greek;Others;Car;no credit cards;1
H;1;3;25;9600;1500;200;200;100;280000;0;1000000;400;V;100;100;2;4;100;100000;Dept. Store,Mail;Lease;Turkish;Others;Car;no credit cards;1
H;1;2;39;14400;19200;200;200;0;0;100;0;100;G;100;100;1;0;0;90000;Radio, TV, Hifi;Lease;German;Civil Service, M;Without Vehicle;Cheque card;0
H;2;4;38;1800;1800;200;200;100;400000;0;1000000;400;V;100;100;2;5;100;900000;Furniture,Carpet;Lease;German;Others;Car;no credit cards;1
H;2;4;34;8400;16800;200;200;100;260000;0;1000000;400;V;100;100;2;2;100;140000;Radio, TV, Hifi;Lease;Spanish/Portugue;Others;Car;no credit cards;0
R;0;1;20;4200;1500;200;200;0;220000;0;250000;200;U;100;100;1;4;100;200000;Radio, TV, Hifi;Lease;Yugoslav;Others;Without Vehicle;no credit cards;1
H;1;3;30;1800;16800;200;200;100;330000;0;1000000;400;V;100;100;2;2;100;150000;Radio, TV, Hifi;;German;Others;Car;no credit cards;1
H;1;3;23;28800;1200;200;200;100;350000;0;1000000;400;V;100;100;1;3;100;50000;Dept. Store,Mail;;German;Others;Car;no credit cards;1
H;3;5;39;6000;10800;200;200;0;350000;0;1000000;400;V;100;100;3;2;100;200000;Furniture,Carpet;Lease;German;Others;Car;no credit cards;0
R;0;1;37;0;1200;200;200;0;200000;0;250000;200;U;300;0;0;7;100;50000;Radio, TV, Hifi;Lease;German;Food,Building,Ca;Car;no credit cards;0
H;0;2;29;36000;16800;200;200;100;0;100;0;100;V;100;100;2;6;100;50000;Radio, TV, Hifi;;German;Food,Building,Ca;Car;Cheque card;1
H;0;1;26;4200;600;200;200;100;300000;0;1000000;400;U;100;100;1;3;100;50000;Dept. Store,Mail;Lease;German;Food,Building,Ca;Car;no credit cards;0
H;1;2;25;1800;3900;200;200;100;290000;0;1000000;400;U;100;100;1;3;100;400000;Furniture,Carpet;;German;Others;Car;no credit cards;1
R;1;3;24;3000;5400;200;200;100;270000;0;1000000;400;V;100;100;1;2;100;130000;Radio, TV, Hifi;Lease;Turkish;Others;Car;no credit cards;0
H;2;4;26;1800;12000;200;200;100;350000;0;1000000;400;V;100;100;3;4;100;110000;Radio, TV, Hifi;;Turkish;State,Steel Ind,;Car;no credit cards;1
H;3;5;45;3600;21600;200;200;0;1000000;0;1000000;400;V;300;100;0;5;100;250000;Radio, TV, Hifi;Owner;German;Others;Car;no credit cards;0
H;0;1;35;2100;300;100;200;100;190000;0;250000;200;U;300;100;0;4;100;160000;Radio, TV, Hifi;;German;Civil Service, M;Without Vehicle;no credit cards;0
H;0;1;22;19200;6000;200;200;100;310000;0;1000000;400;U;300;100;0;0;0;400000;Radio, TV, Hifi;Lease;German;Others;Without Vehicle;no credit cards;1
H;1;3;47;5400;4200;200;200;100;400000;0;1000000;400;V;100;100;2;3;100;250000;Furniture,Carpet;Lease;Other European;Others;Car;no credit cards;1
H;0;1;23;21600;2400;200;100;100;220000;0;250000;200;U;100;100;1;6;100;110000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;1
H;0;2;53;26400;99900;200;200;100;0;100;0;100;V;100;100;1;2;100;140000;Radio, TV, Hifi;Lease;German;Civil Service, M;Car;Cheque card;0
H;4;6;40;8400;19200;200;200;100;400000;0;1000000;400;V;100;100;4;2;100;190000;Radio, TV, Hifi;;German;Others;Car;no credit cards;1
H;2;4;35;3000;1200;200;200;100;330000;0;1000000;400;V;100;100;2;5;100;80000;Radio, TV, Hifi;Lease;German;Others;Without Vehicle;no credit cards;1
H;1;3;23;3000;2400;200;200;0;250000;0;250000;200;V;100;100;3;2;100;110000;Radio, TV, Hifi;;German;Others;Car;no credit cards;1
H;0;1;24;12000;8400;200;100;100;220000;0;250000;200;U;100;100;2;4;100;140000;Radio, TV, Hifi;;German;Food,Building,Ca;Car;no credit cards;1
H;0;1;24;26400;7200;200;100;100;220000;0;250000;200;U;100;100;1;4;100;160000;Radio, TV, Hifi;;German;Others;Without Vehicle;no credit cards;1
R;2;3;44;4200;2400;200;200;100;400000;100;1000000;500;G;100;100;1;5;100;300000;Radio, TV, Hifi;;German;Self-employed pe;Car;Cheque card;1
H;0;1;31;99900;19200;200;200;100;200000;0;250000;200;U;100;100;1;7;100;50000;Radio, TV, Hifi;Lease;German;Others;Without Vehicle;no credit cards;1
R;0;1;25;6000;3300;200;200;100;180000;0;250000;200;U;300;100;0;2;100;170000;Radio, TV, Hifi;Lease;Greek;Others;Without Vehicle;no credit cards;0
H;1;3;24;900;2100;200;200;0;500000;0;1000000;400;V;100;100;1;8;100;190000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;1
H;0;2;59;1800;6600;200;200;100;160000;0;250000;200;V;100;100;1;2;100;100000;Radio, TV, Hifi;Lease;German;Pensioner;Without Vehicle;no credit cards;1
H;1;3;50;6000;8400;200;200;0;400000;0;1000000;400;V;100;100;1;2;100;80000;Radio, TV, Hifi;;German;Food,Building,Ca;Car;no credit cards;0
H;1;3;27;4200;1500;200;200;100;230000;0;250000;200;V;100;100;3;7;100;60000;Leisure;Lease;Italian;Others;Car;no credit cards;1
R;0;1;23;3000;900;100;200;0;0;100;0;100;U;100;100;2;2;100;100000;Radio, TV, Hifi;;German;Others;Without Vehicle;Cheque card;0
H;0;2;35;300;12000;200;200;100;260000;0;1000000;400;V;100;100;1;4;100;100000;Radio, TV, Hifi;Lease;German;Military Service;Car;no credit cards;0
R;0;1;25;1200;1500;200;200;100;180000;0;250000;200;U;100;100;2;5;100;140000;Radio, TV, Hifi;Lease;German;Others;Without Vehicle;no credit cards;1
H;0;1;58;99900;9600;200;200;100;240000;0;250000;200;W;100;100;3;4;100;180000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;0
R;0;1;31;14400;14400;200;100;100;0;100;0;100;U;100;100;2;0;0;60000;Radio, TV, Hifi;Lease;German;Others;Without Vehicle;Cheque card;0
H;0;1;41;7200;3600;200;200;100;500000;0;1000000;400;G;100;100;4;5;100;180000;Radio, TV, Hifi;;German;Self-employed pe;Car;Mastercard/Euroc;0
R;1;2;39;1800;1800;200;200;0;0;100;0;100;G;100;100;3;2;100;140000;Furniture,Carpet;Lease;German;Others;Car;Cheque card;0
H;1;3;26;600;8400;200;200;100;240000;0;250000;200;V;100;100;2;4;100;100000;Cars;Lease;Greek;Others;Car;no credit cards;1
H;0;1;26;900;4800;200;200;100;350000;0;1000000;400;U;100;100;3;3;100;90000;Radio, TV, Hifi;Lease;Other European;Others;Car;no credit cards;1
H;0;1;23;900;6000;200;200;100;0;100;0;100;U;100;100;2;0;0;160000;Dept. Store,Mail;Lease;German;Others;Car;Cheque card;1
H;4;6;40;2100;28800;200;200;100;0;100;0;100;V;100;100;4;7;100;130000;Radio, TV, Hifi;Lease;Turkish;Others;Car;Cheque card;0
H;0;2;30;5400;9600;200;200;100;300000;0;1000000;400;V;100;100;1;4;100;190000;Furniture,Carpet;Lease;German;Others;Car;no credit cards;0
H;2;4;27;3600;5400;200;200;100;280000;0;1000000;400;V;100;100;1;3;100;150000;Radio, TV, Hifi;Lease;German;Others;Without Vehicle;no credit cards;1
H;1;3;26;1800;2100;200;200;100;0;100;0;100;V;100;100;3;2;100;90000;Furniture,Carpet;Lease;German;Civil Service, M;Car;Cheque card;0
H;0;1;19;24000;900;200;200;100;150000;0;250000;200;U;100;100;2;3;100;90000;Radio, TV, Hifi;;German;Others;Car;no credit cards;1
R;0;2;44;3000;1500;200;200;100;150000;0;250000;200;V;300;100;0;7;100;130000;Leisure;Lease;German;Others;Car;no credit cards;0
H;2;4;30;6000;6000;200;200;100;400000;0;1000000;400;V;300;100;0;3;100;500000;Furniture,Carpet;Lease;German;Others;Car;no credit cards;0
H;0;1;22;5400;3900;200;200;0;290000;0;1000000;400;U;100;100;2;0;0;90000;Radio, TV, Hifi;Lease;Turkish;Others;Car;no credit cards;1
H;1;3;43;14400;1200;200;200;100;500000;0;1000000;400;V;100;100;3;4;100;300000;Furniture,Carpet;Owner;German;Others;Car;no credit cards;1
H;1;3;26;4200;3900;200;200;100;250000;0;250000;200;V;100;100;1;5;100;250000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;0
R;1;2;29;300;600;200;200;0;170000;0;250000;200;T;100;100;1;4;100;60000;Dept. Store,Mail;Lease;German;Others;Car;no credit cards;0
H;0;1;26;900;7200;200;200;100;250000;0;250000;200;U;100;100;1;5;100;50000;Radio, TV, Hifi;;Italian;Others;Car;no credit cards;0
H;0;2;20;10800;600;200;200;100;240000;0;250000;200;V;100;100;1;6;100;250000;Radio, TV, Hifi;Lease;German;Others;Without Vehicle;no credit cards;1
H;2;4;35;8400;9600;200;200;100;400000;0;1000000;400;V;100;100;2;3;100;120000;Furniture,Carpet;Owner;German;Others;Car;no credit cards;0
H;3;5;40;6600;5400;200;200;100;300000;0;1000000;400;V;100;100;3;4;100;80000;Leisure;Lease;German;Others;Car;no credit cards;1
R;1;2;43;16800;3000;200;200;100;300000;0;1000000;400;G;100;100;1;2;100;1500000;Cars;Lease;German;Others;Car;no credit cards;0
H;1;3;27;900;1800;100;100;100;190000;0;250000;200;V;100;100;1;4;100;50000;Radio, TV, Hifi;Lease;Turkish;Others;Without Vehicle;no credit cards;1
R;0;2;20;300;1500;200;100;0;190000;0;250000;200;V;100;100;1;4;100;170000;Radio, TV, Hifi;Lease;German;Others;Without Vehicle;no credit cards;1
H;1;2;29;7200;8400;200;100;0;230000;0;250000;200;U;100;100;1;4;100;190000;Dept. Store,Mail;;Turkish;Others;Car;no credit cards;1
R;0;1;45;3000;16800;200;200;100;250000;0;250000;200;U;100;100;1;2;100;120000;Furniture,Carpet;Lease;German;Others;Car;no credit cards;0
H;0;2;24;600;4500;200;200;100;0;100;0;100;V;100;100;6;5;100;70000;Radio, TV, Hifi;;Others;Others;Car;Cheque card;1
H;0;1;24;300;1800;100;200;100;0;100;0;100;U;100;100;1;4;100;50000;Radio, TV, Hifi;Lease;German;Others;Without Vehicle;Cheque card;1
H;0;1;66;6600;8400;200;200;100;230000;0;250000;200;G;100;100;3;3;100;90000;Leisure;Lease;German;Others;Without Vehicle;no credit cards;1
H;0;2;58;14400;33600;200;200;100;250000;0;250000;200;V;100;100;0;7;100;170000;Radio, TV, Hifi;Lease;Yugoslav;Others;Car;no credit cards;0
H;4;6;47;5400;24000;200;200;100;330000;0;1000000;400;V;100;100;1;5;100;50000;Radio, TV, Hifi;Lease;Others;Food,Building,Ca;Car;no credit cards;0
H;0;2;28;4200;3300;200;200;100;500000;0;1000000;400;V;100;100;7;4;100;300000;Radio, TV, Hifi;Lease;German;Self-employed pe;Car;Mastercard/Euroc;0
H;5;7;26;9600;3900;200;100;100;230000;0;250000;200;V;200;100;3;2;100;140000;Radio, TV, Hifi;Lease;German;Others;Without Vehicle;no credit cards;1
H;0;1;22;6600;300;200;200;100;180000;0;250000;200;U;100;100;3;8;100;180000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;1
H;0;2;59;16800;28800;200;200;100;350000;0;1000000;400;V;100;100;1;5;100;1000000;Cars;Lease;German;Others;Car;no credit cards;0
R;2;3;37;3600;4800;200;200;100;150000;0;250000;200;G;100;100;2;3;100;120000;Radio, TV, Hifi;Lease;German;Food,Building,Ca;Without Vehicle;no credit cards;0
H;2;3;31;3000;900;100;200;100;220000;0;250000;200;U;100;100;3;5;100;150000;Furniture,Carpet;Lease;German;Others;Car;no credit cards;1
R;0;1;63;24000;12000;200;200;100;180000;0;250000;200;U;300;100;0;2;100;150000;Radio, TV, Hifi;Lease;German;Pensioner;Without Vehicle;no credit cards;1
H;2;4;27;8400;14400;200;200;100;200000;0;250000;200;V;100;100;4;4;100;200000;Furniture,Carpet;Lease;German;Others;Car;no credit cards;0
H;0;1;26;2100;2700;200;200;0;250000;0;250000;200;U;100;100;1;2;100;700000;Radio, TV, Hifi;Lease;German;Civil Service, M;Without Vehicle;no credit cards;1
H;0;1;25;3000;1800;200;200;100;230000;0;250000;200;U;100;100;2;3;100;900000;Furniture,Carpet;Lease;German;Others;Car;no credit cards;0
H;0;2;23;300;300;200;200;100;280000;0;1000000;400;V;100;100;1;2;100;170000;Dept. Store,Mail;Lease;German;Military Service;Car;no credit cards;1
H;0;1;22;900;900;200;100;0;0;100;0;100;U;100;100;1;5;100;140000;Cars;Lease;German;Others;Car;Cheque card;1
R;0;1;49;19200;16800;200;200;100;220000;0;250000;200;G;100;100;2;2;100;500000;Radio, TV, Hifi;Lease;Turkish;Civil Service, M;Car;no credit cards;1
H;2;4;31;6000;900;200;200;100;300000;0;1000000;400;V;100;100;1;4;100;200000;Leisure;Lease;German;Others;Car;no credit cards;0
H;2;4;31;6000;4500;200;200;100;220000;0;250000;200;V;100;100;2;4;100;50000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;0
H;2;4;30;600;1800;200;200;100;0;0;0;0;V;100;100;3;2;100;110000;Radio, TV, Hifi;Lease;German;Others;Car;Mastercard/Euroc;1
H;1;3;23;19200;5400;100;200;100;330000;0;1000000;400;V;100;100;3;3;100;160000;Furniture,Carpet;Lease;Turkish;Others;Car;no credit cards;1
H;2;4;23;3000;2400;200;100;100;240000;0;250000;200;V;100;100;1;5;100;100000;Radio, TV, Hifi;;Turkish;Others;Car;no credit cards;1
H;0;2;27;2400;2400;200;200;100;150000;0;250000;200;V;300;100;0;6;100;50000;Leisure;Lease;Turkish;Others;Car;no credit cards;0
H;0;1;25;600;5400;100;100;100;200000;0;250000;200;U;100;100;0;3;100;100000;Furniture,Carpet;Lease;German;Others;Car;no credit cards;1
H;0;1;23;10800;600;200;100;100;320000;0;1000000;400;U;100;100;3;6;100;120000;Radio, TV, Hifi;;German;Others;Car;no credit cards;1
H;2;3;45;3000;28800;200;200;100;320000;0;1000000;400;G;100;100;1;9;100;150000;Radio, TV, Hifi;Lease;Yugoslav;Others;Car;no credit cards;0
H;1;3;39;14400;1800;200;0;0;0;100;0;100;V;100;100;1;0;0;50000;Furniture,Carpet;Lease;German;Others;Car;Cheque card;0
H;0;2;51;26400;9600;200;200;100;290000;0;1000000;400;V;100;100;3;3;100;150000;Radio, TV, Hifi;;German;Others;Car;no credit cards;0
H;3;5;38;6600;5400;200;200;100;340000;0;1000000;400;V;300;100;0;2;100;300000;Furniture,Carpet;Lease;German;Others;Car;no credit cards;0
H;0;1;27;24000;12000;200;100;100;0;0;0;0;U;100;100;3;4;100;80000;Radio, TV, Hifi;;Turkish;Others;Car;VISA mybank;1
H;1;3;23;600;2700;200;200;100;280000;0;1000000;400;V;100;100;2;5;100;400000;Dept. Store,Mail;Lease;German;Others;Car;no credit cards;0
H;0;1;22;16800;3000;200;200;0;0;100;0;100;U;100;100;2;3;100;130000;Cars;Lease;German;Others;Car;Cheque card;1
H;1;3;29;1800;1800;200;200;0;170000;0;250000;200;E;100;100;2;2;100;1500000;Cars;Lease;German;Food,Building,Ca;Car and Motor bi;no credit cards;0
H;3;4;28;9600;10800;200;200;0;400000;0;1000000;400;U;100;100;1;5;100;150000;Leisure;Lease;German;Others;Car;no credit cards;1
H;0;2;27;3600;6000;200;200;0;250000;0;250000;200;V;100;100;1;4;100;100000;Furniture,Carpet;Lease;Turkish;Others;Without Vehicle;no credit cards;0
H;0;1;22;300;1800;200;200;0;230000;0;250000;200;U;100;100;1;4;100;60000;Radio, TV, Hifi;Lease;German;Others;Without Vehicle;no credit cards;1
H;2;4;34;900;1800;200;0;100;500000;0;1000000;400;V;100;100;3;5;100;300000;Radio, TV, Hifi;Lease;German;Civil Service, M;Car;no credit cards;0
R;0;2;46;8400;3600;200;200;0;230000;0;250000;200;V;100;100;1;4;100;150000;Furniture,Carpet;Lease;Spanish/Portugue;Others;Car;no credit cards;1
H;2;4;28;8400;8400;200;200;100;320000;0;1000000;400;V;100;100;1;2;100;140000;Radio, TV, Hifi;;German;Civil Service, M;Car;no credit cards;1
H;0;1;26;300;4800;100;200;0;170000;0;250000;200;U;100;100;1;5;100;80000;Dept. Store,Mail;Lease;German;Others;Without Vehicle;no credit cards;1
H;0;1;30;1800;3000;200;100;100;190000;0;250000;200;U;100;100;2;4;100;50000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;0
H;1;3;53;26400;28800;200;200;100;250000;0;250000;200;V;300;100;0;7;100;200000;Furniture,Carpet;Lease;Yugoslav;Others;Car;no credit cards;0
H;0;2;24;2400;6600;200;100;100;270000;0;1000000;400;V;100;100;2;4;100;150000;Radio, TV, Hifi;Lease;Turkish;State,Steel Ind,;Car;no credit cards;0
H;0;2;63;3600;900;200;200;100;160000;0;250000;200;V;100;100;2;5;100;190000;Radio, TV, Hifi;Owner;German;Pensioner;Car;no credit cards;0
H;0;1;51;6600;900;200;200;100;280000;0;1000000;400;G;100;100;3;5;100;170000;Dept. Store,Mail;;German;Pensioner;Car;Other credit car;1
H;2;4;31;3600;16800;200;200;100;300000;0;1000000;400;V;100;100;2;4;100;800000;Furniture,Carpet;Lease;German;Food,Building,Ca;Car;no credit cards;0
H;0;1;28;6600;1800;200;200;100;250000;0;250000;200;U;100;100;2;4;100;50000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;0
R;0;1;63;14400;99900;200;200;100;220000;0;250000;200;G;300;100;0;4;100;400000;Furniture,Carpet;Lease;German;Pensioner;Without Vehicle;no credit cards;0
H;2;3;39;1500;14400;100;100;0;290000;0;1000000;400;U;100;100;1;4;100;700000;Furniture,Carpet;Lease;German;Others;Car;no credit cards;0
R;1;2;29;4200;6000;200;200;100;160000;100;250000;300;U;100;100;2;4;100;250000;Furniture,Carpet;;German;Others;Car;Cheque card;0
H;0;2;51;4800;99900;200;200;100;350000;0;1000000;400;V;100;100;2;2;100;400000;Cars;Lease;German;Food,Building,Ca;Car and Motor bi;no credit cards;1
H;0;1;23;16800;2700;200;100;100;0;100;0;100;U;300;100;0;0;0;60000;Furniture,Carpet;Lease;German;Others;Without Vehicle;Cheque card;1
H;1;3;52;12000;12000;200;200;100;0;100;0;100;V;100;100;1;4;100;250000;Radio, TV, Hifi;Lease;German;Food,Building,Ca;Car;Cheque card;0
H;0;2;40;19200;9600;200;0;100;0;100;0;100;V;100;100;2;3;100;140000;Cars;Lease;German;Others;Car;Cheque card;0
H;0;1;39;1200;600;200;200;0;350000;0;1000000;400;U;100;100;2;6;100;600000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;0
H;0;1;25;2100;600;200;200;100;250000;0;250000;200;U;100;100;1;4;100;70000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;1
H;1;3;25;3000;2700;200;200;100;220000;0;250000;200;V;100;100;1;0;0;90000;Cars;Lease;Turkish;Others;Car;no credit cards;0
H;0;1;24;3000;2700;200;0;100;270000;0;1000000;400;U;100;100;3;2;100;90000;Leisure;Lease;German;Others;Car;Mastercard/Euroc;0
R;1;2;31;300;2700;200;200;0;0;100;0;100;G;100;100;1;2;100;110000;Furniture,Carpet;Lease;German;Others;Car;Cheque card;0
H;0;2;25;1200;2700;200;200;100;500000;0;1000000;400;E;100;100;1;2;100;90000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;1
H;0;1;20;6000;2700;200;200;100;100000;0;250000;200;U;100;100;1;4;100;110000;Radio, TV, Hifi;;German;Others;Without Vehicle;no credit cards;1
H;0;2;53;900;6000;200;200;100;180000;0;250000;200;V;100;100;1;4;100;100000;Radio, TV, Hifi;Lease;Others;Others;Without Vehicle;no credit cards;0
H;0;2;51;5400;8400;200;0;0;0;0;0;0;V;100;100;1;2;100;60000;Radio, TV, Hifi;Lease;German;Pensioner;Car;Mastercard/Euroc;1
H;2;4;28;1200;3900;200;200;0;0;100;0;100;V;100;100;1;5;100;60000;Radio, TV, Hifi;;German;Others;Car;Cheque card;0
R;1;2;25;9600;2700;200;200;100;150000;0;250000;200;U;100;100;1;4;100;140000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;0
H;0;1;22;4200;3900;200;200;100;300000;0;1000000;400;U;100;100;4;4;100;140000;Radio, TV, Hifi;Lease;German;Others;Without Vehicle;no credit cards;1
H;0;1;56;99900;6000;200;200;100;260000;0;1000000;400;G;100;100;1;5;100;70000;Dept. Store,Mail;Lease;German;Pensioner;Car;no credit cards;0
H;1;3;27;7200;7200;200;200;100;280000;0;1000000;400;V;100;100;0;3;100;400000;Radio, TV, Hifi;Lease;German;Military Service;Car;no credit cards;1
H;0;1;25;2100;2100;200;200;0;330000;0;1000000;400;U;100;100;0;8;100;1000000;Cars;Lease;German;Others;Car;no credit cards;1
H;0;1;54;19200;28800;200;200;100;220000;0;250000;200;W;100;100;1;5;100;120000;Furniture,Carpet;Lease;German;Others;Without Vehicle;no credit cards;0
H;0;2;50;9600;28800;200;200;100;400000;100;1000000;500;V;300;100;0;0;0;180000;Radio, TV, Hifi;Lease;Yugoslav;State,Steel Ind,;Car;Cheque card;0
H;3;5;28;9600;12000;200;200;100;250000;0;250000;200;V;300;100;0;4;100;120000;Radio, TV, Hifi;Lease;German;Food,Building,Ca;Car;no credit cards;1
H;0;1;24;3600;3600;200;200;100;0;100;0;100;U;100;100;0;0;0;200000;Radio, TV, Hifi;Lease;German;Others;Car;Cheque card;0
H;3;5;35;10800;6000;200;200;0;400000;0;1000000;400;V;100;100;2;5;100;800000;Cars;Lease;German;Others;Car and Motor bi;no credit cards;0
H;0;1;27;900;900;100;200;100;190000;0;250000;200;U;100;100;2;4;100;90000;Radio, TV, Hifi;;German;Civil Service, M;Without Vehicle;no credit cards;1
H;0;1;40;12000;24000;200;200;100;250000;100;250000;300;U;300;100;0;3;100;150000;Radio, TV, Hifi;;German;Others;Car;Cheque card;0
H;2;4;29;2400;8400;200;200;100;500000;0;1000000;400;V;100;100;2;5;100;190000;Furniture,Carpet;Owner;German;Self-employed pe;Car;no credit cards;1
H;1;2;26;300;4200;200;200;100;210000;0;250000;200;U;100;100;1;2;100;70000;Furniture,Carpet;Lease;German;Others;Car;no credit cards;1
R;0;1;55;300;28800;200;200;100;250000;0;250000;200;U;100;100;2;6;100;900000;Furniture,Carpet;Lease;German;Food,Building,Ca;Without Vehicle;no credit cards;0
H;1;3;37;14400;28800;200;200;100;250000;0;250000;200;V;100;100;2;3;100;400000;Radio, TV, Hifi;;German;Chemical Industr;Car;no credit cards;0
H;2;3;37;8400;5400;100;100;100;250000;0;250000;200;W;100;100;2;3;100;130000;Radio, TV, Hifi;;German;Others;Car;no credit cards;0
H;0;1;28;600;600;200;100;100;220000;0;250000;200;U;300;100;0;3;100;110000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;1
H;0;1;26;4200;1800;200;200;100;290000;0;1000000;400;U;100;100;3;5;100;400000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;0
H;0;2;59;28800;3000;200;200;100;180000;0;250000;200;V;100;100;1;9;100;100000;Radio, TV, Hifi;Lease;German;Pensioner;Without Vehicle;no credit cards;0
H;0;1;45;900;1800;200;200;100;500000;0;1000000;400;U;100;100;2;6;100;70000;Radio, TV, Hifi;Lease;Spanish/Portugue;Others;Car;no credit cards;0
H;1;3;35;7200;7200;200;200;100;500000;0;1000000;400;V;100;100;2;5;100;400000;Radio, TV, Hifi;;German;Self-employed pe;Car;no credit cards;1
H;0;1;29;6000;6000;200;200;100;270000;0;1000000;400;U;100;100;1;4;100;150000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;0
H;2;4;30;4200;3600;200;0;0;320000;0;1000000;400;V;100;100;1;3;100;300000;Furniture,Carpet;Lease;German;Others;Car;no credit cards;1
H;0;1;28;3000;3900;200;200;100;330000;0;1000000;400;U;300;100;0;7;100;200000;Radio, TV, Hifi;Lease;German;Others;Without Vehicle;no credit cards;1
H;2;4;43;21600;28800;200;200;100;260000;0;1000000;400;V;100;100;1;6;100;110000;Radio, TV, Hifi;Lease;German;Military Service;Car;no credit cards;0
H;0;2;39;600;5400;200;200;100;0;100;0;100;V;300;100;0;8;100;400000;Furniture,Carpet;Lease;Others;Others;Car;Cheque card;0
H;1;3;26;1800;1800;200;200;100;300000;0;1000000;400;V;100;100;5;2;100;1500000;Cars;Lease;German;Others;Car and Motor bi;no credit cards;0
H;0;1;37;8400;2100;200;200;100;240000;0;250000;200;U;100;100;1;2;100;160000;Radio, TV, Hifi;;German;Chemical Industr;Car;no credit cards;0
H;2;4;29;14400;16800;200;200;100;280000;0;1000000;400;V;100;100;1;4;100;250000;Furniture,Carpet;Lease;Turkish;Others;Car;no credit cards;0
H;3;5;24;3600;1200;200;200;0;240000;0;250000;200;V;100;100;1;4;100;80000;Furniture,Carpet;Lease;Others;Others;Car;no credit cards;0
R;1;3;22;24000;3900;200;200;100;170000;0;250000;200;V;100;100;2;4;100;140000;Radio, TV, Hifi;Lease;Turkish;Others;Without Vehicle;no credit cards;0
R;0;1;64;24000;4200;200;200;100;150000;0;250000;200;U;100;100;1;6;100;60000;Radio, TV, Hifi;Lease;German;Pensioner;Without Vehicle;no credit cards;1
H;2;4;46;24000;28800;200;200;100;300000;0;1000000;400;V;100;100;1;4;100;130000;Radio, TV, Hifi;Lease;Turkish;Food,Building,Ca;Car;no credit cards;0
H;2;4;44;4200;16800;200;200;0;1000000;0;1000000;400;V;100;100;1;9;100;140000;Radio, TV, Hifi;Owner;German;Civil Service, M;Car;no credit cards;0
H;2;4;39;19200;3000;200;200;100;400000;0;1000000;400;V;100;100;3;0;0;60000;Furniture,Carpet;Lease;German;Others;Car;no credit cards;1
H;0;1;22;3000;7200;200;200;100;240000;100;250000;300;U;100;100;1;0;0;70000;Radio, TV, Hifi;;German;Others;Car;Cheque card;0
R;1;2;30;300;7200;200;200;100;210000;0;250000;200;U;100;100;1;2;100;250000;Radio, TV, Hifi;Lease;German;Food,Building,Ca;Car;no credit cards;0
H;0;1;21;8400;3900;200;200;100;150000;0;250000;200;U;100;100;1;4;100;60000;Radio, TV, Hifi;;German;Others;Without Vehicle;no credit cards;1
R;0;2;59;16800;14400;200;200;100;150000;0;250000;200;V;300;100;0;4;100;250000;Radio, TV, Hifi;;German;Pensioner;Without Vehicle;no credit cards;0
H;0;1;26;900;900;200;200;100;200000;0;250000;200;U;100;100;1;7;100;300000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;1
H;0;1;22;26400;1200;100;200;0;220000;0;250000;200;U;100;100;2;8;100;170000;Radio, TV, Hifi;;German;Civil Service, M;Car;no credit cards;1
H;0;2;47;300;14400;200;200;100;0;100;0;100;V;100;100;4;2;100;80000;Furniture,Carpet;Lease;German;Others;Car;Cheque card;0
H;0;1;26;6000;6000;100;200;0;0;100;0;100;U;100;100;4;2;100;110000;Radio, TV, Hifi;Lease;German;Others;Car;Cheque card;1
